Large Room in Mission Bay,"$1,350","San Francisco, CA","Our roommate is moving out of San Francisco, so we are looking for a female roommate for a very spacious converted living room that comes with a personal closet. The curtain divider will be left by the previous roommate. You'll be living with two females in their mid-twenties, friendly, and respectful."
(PENDING)1 room avaiable in a 3 bed/2 bath apt in the inner sunset,"$1,350",Central Sunset,"Hello! We have 1 bedroom available anytime after November 30th. The apartment is 1200 sq foot with huge windows, new hardwood floors, and new cabinets. The living room/dining area as well as kitchen is fully furnished with all household items. You would share the bathroom. The bedroom is not furnished. The rent for the room $1350. I have lived here for over 6 years and the neighbors are quiet and friendly. Washer and Dryer are downstairs in the building."
,,,"Hello! We have 1 bedroom available anytime after November 30th. The apartment is 1200 sq foot with huge windows, new hardwood floors, and new cabinets. The living room/dining area as well as kitchen is fully furnished with all household items. You would share the bathroom. The bedroom is not furnished. The rent for the room $1350. I have lived here for over 6 years and the neighbors are quiet and friendly. Washer and Dryer are downstairs in the building."
Sunny Furnished Room,"$1,490","San Francisco, CA","San Francisco - 7 minutes'walk to UCSFLocation & transportation here.Very quiet large house. Hardly to see people. 7 minutes walked to UCSF.Medium room/sink/fresh air/view. $1490. WiFi signal in the house common areas. Large eat in kitchen with cooking supplies.Sunny sitting room.Street parking only. City life.Location & transportation N Juda muni to down town or sunset in 15 minutes. Also, connect to Bart and Caltrain.Walk to Golden gate park, museums and Whole Food, Mcdonald, shopping town, restaurants and Haight street.Furnished Room with sink/sunny view/fresh air/WiFi signal in common areas.Bathrooms only couple steps out of room."
cabin elevator,FREE,Tehran,
Master bedroom in 2bd/2ba (Mission/potrero hill),"$2,200 Now $1,950","San Francisco, CA",
"Space available for Rent for Eyelash Extension artist, Makeup Artist, Facial Room, Hair Stylist,",FREE,"Oakland, CA",
Rent 1B/1B,"$1,200","Milpitas, CA",1B/1B available in a 3B/3B town house for immediate move in.DM me if interested. Thanks!
Limpieza,$200,"Richmond, CA",
Room for rent,"$1,050","Sunnyvale, CA",
TV stand,$30,"Alameda, CA",
3 bedroom 2 bath gorgeous home in great location,"$3,200","San Leandro, CA",
Area Rug,$60 Now $40,"San Francisco, CA",
Master Bedroom,"$1,100","San Francisco, CA","Hey all,"
Converted Living Room SINGLE - Spring 2019. 15min walk to campus.,$750,"Berkeley, CA",
Grey fabric sectional,$899,"San Francisco, California","Light grey fabric
104 x 84
RAF right arm facing chaise"
Private Bedroom in Quiet Neighborhood Near Downtown Los Altos,"$1,300","Palo Alto, CA",* Available 1/1 *
Shared bedroom for rent in Telegraph Hill,"$1,300","San Francisco, CA","Hi everyone,"
Converted bedroom at Bayside Village,"$1,000","Rochester, NY","A coverted bedroom with a shared bathroom available at Bayside Village starting 20th December 2018 (flexible) for a 12/15 month lease. Bayside Village is a community apartment with facilities like gym, swimming pool, jacuzzi etc. The location is really convenient, minutes away from SoMa square and AT&T park."
"Private Bedroom in Spacious Ranch Home, Just a 10-Minute Walk to Palo Alto's Midtown","$1,400","Palo Alto, CA",Several Private Bedrooms from $1400-$1475 and a semi-private studio for $2100 Available in this Shared Home :)
Affordable units in HEART of Downtown Oakland,"$1,150","Oakland, CA",Rooms starting at $1150
Novara Road bike,$220,"Richmond, CA",
OFFERED: Large private room for rent in great location (the heart of Mission District - 20th street),"$1,800","Mission District, San Francisco",Available from 11/26/2018
$1600 Converted living room in Mission Bay - Possible for two people to share!,"$1,600","Mission District, San Francisco","I am renting out my private converted living room in a 2 bedroom 2 bathroom apartment, located at 353 King Street close to the Caltrain station. There are 2 other housemates and the room shares a bathroom with one of them. Both roommates are nice and quiet guys, one young professional working in Palo Alto and one student pursuing a master's degree. The converted living room is fully private with a wall-to-wall curtain that creates the illusion of being in a private room. The room comes with an almost new queen size bed. The building offers nice common areas, both outside and inside. Utilities not included in rent. Depositum is $1600."
"TRACY HOME FOR SALE - 430 Glenbriar Cir, Tracy, CA 95377","$499,000","Tracy, CA","430 Glenbriar Cir, Tracy, CA 95377SPECIAL FEATURES:"
Private Room at Bayside Village (Close to AT&T park),"$1,500","Portland, OR","Renting a private sunny room in a 2BHK apartment (with 2 bathrooms) at South Beach for 1500+utilities. The building has Sauna, Jacuzzi, Swimming pool and Gym. Laundry is on the floor. Weekly aerobics, yoga, dance sessions available for tenants.- 3 mins walk to Muni station - c. 5 mins Muni ride (K/T or N Line) to Financial District (Embarcadero Station)
- 2 mins walk to the onsite grocery store
- 18 mins walk to Financial District (Embarcadero Station)
- 15 mins walk to Caltrain station
- 10 mins walk to Transbay Bus Station
- 15 mins walk to Safeway"
Room in 4 bedroom apartment in Inner Richmond!,"$1,550","San Francisco, CA",Room available in a 4 bedroom apartment in Inner Richmond beginning 12/1.Message me for details!
2 Beds 1 Bath Apartment,"$4,300",94109-3417,"2 Bed, 1 Bath Lease Takeover
$4300 p/month
Available December 20 (flexible)"
Private Bedroom in Quiet Neighborhood Near Downtown Los Altos,"$1,300","Palo Alto, CA",* Available 1/1 *
Christmas Spirit,$40,"San Francisco, CA",
Aloe in ethnic pot,$27,"San Francisco, CA",
FLEX room W/ balcony + bathroom available in 2b/2b luxury apartment,"$1,608","San Francisco, CA",FLEX bedroom w/ balcony plus bathroom available in a luxury apartment in Rincon Hill/East Cut.
2 Metal standing clothes racks,$40,"San Francisco, CA",
Fresh Organic Duck Eggs,$12,"Oakland, CA",
Looking for one bed with private bath,FREE,"Mountain View, CA",
Master Bedroom with private bathroom,"$1,650","San Francisco, CA","Looking for a quiet and clean individual to take over our master bedroom by the end of the year.No pets, no smoking, no Children"
Room for rent,"$1,300",San Francisco,
Living room for rent in a 2 BD apartment,"$1,100","San Francisco, CA","Hi Everyone,There is a parking lot in the basement and laundry on the premises itself! Very close proximity to Union Square, the Embarcadero Center, Embarcadero & Montgomery BART stations, 24 Hour Fitness Center, the Bay Club, and many restaurants."
Sheared room,$750,Civic Center,
Available room at Bay side,$750,"San Francisco, CA","Looking for a female roommate for shared (750)+ one month deposit or private (1500)+ month deposit sunny room in a 2BHK apartment (with 2 bathrooms) at South Beach. The building has Sauna, Jacuzzi, Swimming pool and Gym. Laundry is on the floor. Weekly aerobics, yoga, dance sessions available for tenants.- 3 mins walk to Muni station - c. 5 mins Muni ride (K/T or N Line) to Financial District (Embarcadero Station)
- 2 mins walk to the onsite grocery store
- 18 mins walk to Financial District (Embarcadero Station)
- 15 mins walk to Caltrain station
- 10 mins walk to Transbay Bus Station
- 15 mins walk to Safeway"
"Spacious Living room space in SoMa apt - New lease, clean apt! FEMALE ONLY","$1,150","San Francisco, CA",Looking for a Female roommate to occupy living room (also has a small closet) & share the Bathroom in a 2B/2B SoMa apartment. Will need to co-sign 7 month lease. 3 Occupants in ALL.Utilities not included & Unfurnished.
bed,$450,"San Francisco, CA",
"MODESTO HOME FOR SALE - 4217 Ballard Cir, Modesto, CA 95356 - HABLO ESPANOL","$423,999","Modesto, CA","4217 Ballard Cir, Modesto, CA 95356SPECIAL FEATURES:"
"1B1B in 2B2B in SoMa - New lease, clean apt! FEMALE ONLY","$1,800","San Francisco, CA",Looking for a Female roommate (in 20s or 30s) to rent 1B1B (Private Master bed & bath) in a 2B2B SoMa apartment to co-sign 7 month lease. 3 Occupants in ALL.
2 bedroom flat available December 1st,"$2,500","Oakland, CA","2 bedroom flat, one bathroom available December 1st - walking distance from MacArthur BART.
- Quiet neighborhood with friendly neighbors.
-Garage space available for rent."
Single Bedroom in a 3BD/2BA apt in West Oakland,$930,"Berkeley, CA",This is the middle unit of a 3 unit triplex. There is one flight of stairs to get to the apartment. There are two cats who live in the apartment so this might not be a good place for someone with allergies. You'll be sharing a bathroom with one person.
Converted living room sublease - Spring 2019 or longer,$750,"Berkeley, CA",
(SOLD)Shared spot in living room,$625,"San Francisco, CA","Hello,
We are looking for a female (preferred) to move in the unfurnished shared living room in a 2 Bed 2 Bath apartment by Dec 1st. You will share this space with another female.
The space can accommodate a twin size bed with a table and chair. The bathroom will be shared with 2 people - one currently occupying the living room and the other one in private room.
You will be required to get on the lease which ends in Aug 2019 but can be renewed post expiration. Application fee $40, Lease application fee : $200 (to be paid directly to the leasing office) Security deposit : $625 (refundable)
Amenities that comes with the apartment are the 2 gyms, 3 swimming pools and hot tubs and a spa.
There is a garage parking available at an extra cost ($200) if you have a car."
Looking for a room!,"$1,900","San Francisco, CA","Ideal move in date: January 1st 2018
Age: 27
Profession: Sales at Salesforce.org to Nonprofits
Hometown: San Jose, CA
Budget: $1200-$2000
Requirements: Washer/dryer option, Private room, Outdoor space of some kind, Ideally private bathroom
... Um what else? Message me if interested!"
Spot for a guy (27th Dec 2018 to 31st Jan 2019,$750,"San Francisco, CA","Hello,
We have a space for one in a private BEDROOM, fully furnished with private bathroom at Park Merced on a temporary basis from 27th December 2018 to 31st January 2019."
1 private room in 4br 1.5 house in Inner Richmond,"$1,350","San Francisco, CA",
Table,$20,"San Francisco, CA",
Private/Shared Room on 20th & Geary,"$1,600","San Francisco, CA",
"TRACY HOME FOR SALE - 430 Glenbriar Cir, Tracy, CA 95377 - HABLO ESPANOL","$499,000","Patterson, CA","430 Glenbriar Cir, Tracy, CA 95377SPECIAL FEATURES:"
Room for rent,"$1,400","San Francisco, CA","Room for rent.You'll be smack dab in the middle of beautiful, historical Chinatown -- minutes away from FiDi and Union Square!"
1 private room in 4br 1.5 house in Inner Richmond,"$1,350","San Francisco, CA",
Private room & bathroom in rent-controlled Mission 2BR,"$2,000","San Francisco, CA","Sublet available starting Dec. 1, with option to sign a lease if things work out."
2 Beautiful Squaw Valley Homes on 5 plus Acres,"$450,000","Squaw Valley, CA","38512 Pepperweed Road, Squaw Valley, CA 93675
$450,000
6 Bed / 4 Bath
5.4 AcresTwo beautiful homes on 5 plus acres of land. Main property is a two-story, 3 bed and 2 bath home. Second property is a single story, 3 bed and 2 bath home. Homes possess a very attractive modern appearance with an open floor plan, neutral color scheme and has been nicely maintained. Enjoy amazing views of the Sierras from the balcony of main home and privacy from treed lot. No showings of home until November 19."
Have this whole apartment to yourself for 4 weeks!,"$2,300","San Francisco, CA","Stunning room available in 2-bed apartment overlooking Lafayette Park
Available mid December til mid/end January
Only $2300 p/month - utilities and wifi included!
Move in/move out dates flexibleMy partner and I live in the second room but will be overseas for the majority of December and January."
Private Room in 3br/2b Ocean View Apartment,"$1,250","San Francisco, CA","We are two girls in their 30's looking for a 3rd roommate to join at our 3 bedroom/2 bathroom apartment in Ocean Beach. The rent is $1250/month plus utilities (~$50), street parking permit included (always easy to find parking), and a ton of storage for surfboards and other equipment in the garage. Washer/dryer in unit and updated appliances including a dishwasher."
Inspirational Memoir,FREE,Americas,
Furnished Bedroom - Short Term Lease,"$1,850","San Francisco, CA",Looking for an awesome female roommate. Available now with flexible short term lease start/end dates up to 2-3 months - great for people just moving to the city or in-between apartments!
Looking for a female room mate - San Jose/Santa Clara/Sunnyvale,"$1,200","Santa Clara, CA",
SUPER CUTE Winter Sublet,$800,"Berkeley, CA","Stay at my cute and cozy apartment during the winter break!Single bedroom, shared bathroom (but someone comes to clean the bathroom each week so it's very clean!)"
https://sfbay.craigslist.org/sfc/roo/d/heart-of-mission-1-private/6744478373.html,"$1,150","San Francisco, CA",
$1000 1bedroom available in 4BR 1.5 bath house (inner richmond),"$1,000","San Francisco, CA",
2 Bed 2 Bath Manufactured Squaw Valley Home,"$185,000","Squaw Valley, CA","33321 Antelope Ln, Squaw Valley, CA 93675
$185,000
4.79 Acres"
"Beautiful House For Sale - 500 S Del Puerto Ave, Patterson, CA 95363 - Hablo Espanol","$460,000","Patterson, CA","500 S Del Puerto Ave, Patterson, CA 95363- Bedrooms: 4
- Bathrooms: 4
- Total Sq. Feet: 2261
- Year Built: 1983
- Price: $460,000"
1 Room in a 3 BR townhouse at Fillmore Center available (with Walk-in Closet),"$1,860","San Francisco, CA","Available from Dec move in for a one year lease. 1 bedroom in a 3bed 2 bath apartment available, with all new utilities, and in unit washer-dryer and a lot of storage space. This room is upstairs in the townhouse and the person staying in this will be sharing the bathroom with the other person upstairs. This particular room is pretty huge with a big walk-in closet as well. This includes an extra storage space upstairs as well and parking can be booked with an extra fee at Fillmore parking. Street parking is also pretty easy in this block."
"Master Bedroom North Beach Apt, w/d in unit & private parking","$2,100","San Francisco, CA","We have the master bedroom open and a private garage available in our 4-bedroom, 1-bathroom apartment on Filbert Street in North Beach. We are in an awesome location, just a few blocks away from Washington Square Park, tons of restaurants and bars, and a short 20-25 minute walk to FiDi/SOMA.About the Room / Apartment:
Very large with bay windows (could fit a queen or king size bed if needed)
Working Fireplace (in room and living room)
Newly remodeled and appliances all new as of when we moved in 1.5 years ago
Tons of great natural light in the bedroom and living room
Views of Alcatraz (from living room)
Washer and Dryer in our own private laundry room off kitchen
Updated kitchen with dishwasher and disposal
Overlooks the famous Mason Street Cable car line, just half a block away
Wood Floors and granite countertops
TV with Netflix, HBO Go, Hulu, Amazon, etc.
Option to buy some of the current furniture in the room
Close to several bus lines like the 30, 41, and 45.
<10-minute walk to Trader Joe's and Safeway"
Looking for a room in SF from November 17 to December 11,$900,"Moscow, Russia",
Nob Hill Room for a Young Professional,"$1,300","San Francisco, CA","If you are interested please contact Emma Kenline, through the messenger, feel free to cc me if you'd like"
Looking for a room in SF from November 17 to December 11,$900,"Moscow, Russia",
Private room in clean and quiet Daly City In Law Apt,"$1,250","Daly City, CA","Hello!
We are looking to rent out to an individual preferably, (but the right couple MAY be considered;) our Private Room wIth a SHARED BATH AND KITCHEN in an in law apartment.We are looking for working school professionals that have a busy schedule, (you shouldn't be at the house majority of the time) but enjoys coming home to a quiet place."
Looking for a room!,"$1,900","San Francisco, CA","Ideal move in date: January 1st 2018
Age: 27
Profession: Sales at Salesforce.org to Nonprofits
Hometown: San Jose, CA
Budget: $1200-$2000
Requirements: Washer/dryer option, Private room, Outdoor space of some kind, Ideally private bathroom
... Um what else? Message me if interested!"
"For Sale - 1841 Darby Ln, Ceres, CA 95307 - HABLO ESPANOL","$399,000","Ceres, CA","1841 Darby Ln, Ceres, CA 95307Bedrooms: 4
Bathrooms: 3
Total Sq. Feet: 2567
Year Built: 2005
Price: $399,000"
DECEMBER/JANUARY SPECIAL! Modern 3BR furnished penthouse in Russian Hill w/roofdeck,"$8,000","Russian Hill, San Francisco",
Looking for a private room for 3 weeks in SF,$700,"Moscow, Russia",
Looking for a 1B/1B in a 2B/2B.,"$2,000","San Francisco, CA",Open to 1B/1B in a 2B/2B apartment. If anyone has a place or would like to find a place together let me know.
Room for Sublet (Dec 10-Jan 21),$200,"Oakland, CA",My boyfriend and I are subletting our room while we are out of town for six weeks.$200/week (utilities included) + $400 deposit
Private room,"$1,000","San Francisco, CA","OFFERED: FOR THE REST OF NOVEMBER ONLY
Would you like to sublet a lovely room in the Mission for the rest of the November? $1k, includes utilities."
3 bedroom/2 bathroom house rental,"$3,950","San Francisco, CA",
Private Bedroom in Incredible Mountain View House,"$1,300","Mountain View, CA","This charming, 5 bed 2 bath Mountain View house truly has some top notch amenities!"
Professional painter,$35,"Novato, CA",
$100,$100,"Sonoma, CA",
Need to sublease a 1bhk apartment start from 1st Dec,"$2,970","Mountain View, CA",
Dining table,$700,"Tracy, CA",
Prima sleep 18 inch tall full bed frame,$90,"San Francisco, CA",
Bar stools (4),$60 Now $45,"San Francisco, CA",
[Winter sublet] SINGLE ROOM,$780,Berkeley,"Hi all,
I'm subleasing my room for 12.18- 1.19 (1 month) but if you want to rent earlier than those days or stay longer, rent dates are negotiable.
My place is located near Durant & Ellsworth, Berkeley, CA."
Room or a Studio,"$1,000",SF,
Private Room & Bathroom for November Only - move in starting today,"$1,250","San Francisco, CA",
Looking for female roommate,"$1,350","San Francisco, CA",
Shared Temporary Accommodation in a Pent House (Downtown SF),$800,"San Francisco, CA","Available Immediately:
I am looking to sublease a shared bedroom for 2 months in a new penthouse 2BR/2.5 bath in downtown SOMA, SF. There are two spots in the room either you choose the semi-private space or the spacious shared room. The place is close to most companies and has fantastic amenities. The apartment is located next to Caltrain station and Muni, Safeway, Walgreens, Google Bus Stop in San Francisco. The unit has in-house washer, dryer and the facility has a gym. Also, a rooftop lounge is available for parties. It's walking/biking distance to SF downtown. It's very affordable considering the location.
Link: https://www.l7sf.com/
Rent: 800
Preferred date: Available immediately to December 20. Flexible with the dates.
Comment or direct message me if you are interested. You can come visit the place anytime in the evening.
Ping me for the address
Video: https://youtu.be/oz165ZJIgmY"
"Large, Sunny Bedroom In Portola","$1,100","San Francisco, CA",
6 Beds 2 Baths House,"$5,500",Bijou,
Shared Temporary Accommodation in a Pent House (Downtown SF),$800,"San Francisco, California",Shared Temporary Accommodation in a Pent House (Downtown SF)
Private room,"$1,200","San Francisco, CA","OFFERED: FOR THE REST OF NOVEMBER ONLY
Would you like to sublet a lovely room in the Mission from one to eight weeks starting Wednesday, November 7 for the rest of the month? $1200, includes utilities."
Two Spots Available - Converted Living Room and Private Room - February 2019,"$1,150","San Francisco, CA","Two Spots Available - Converted Living Room and Private Room - February 2019Move in date: February 2019
Rent for converted living room: $1150
Rent for private room: $1300"
"For Sale - 4217 Ballard Cir, Modesto, CA 95356","$423,999","Modesto, CA","4217 Ballard Cir, Modesto, CA 95356"
Looking for female roommate,"$1,350","San Francisco, CA",
C O L I V I N G / perfect location / next to M A R K E T S T R E E T,"$1,200","San Francisco, CA","Available bed in coliving accommodation in center of San Francisco, just 1 block from Market street. $0 deposit. www.thecoliving.com
Room:
Big and cozy room with fireplace. This is definitely one of the sweetest rooms in the house with beds, wardrobes. Shared room.
Location:
This residence is located in amazing Duboce Triangle, walking distance from Downtown, next to Safeway@Whole Food, near a lot of bars, restaurants, MUNI and public transportation. Short & long-term living.
Includes:
-Beds, towels and linens, and everything in between
-Community-driven common areas, including a kitchen and balcony
-The option of convenient month-to-month flexibility
-Premium cable, high speed Wi-Fi and general utilities for free
-Housekeeping
-Access to our events and our global community
-No broker's fee and no proof of 40X rent, no deposit.
-Our breakfast waffles, awesome coffee, and tea are available to Members daily
Please no pets"
Room or a Studio,"$1,000",sf,
Room for rent park merced !,$940,"San Francisco, CA",
Private Room in Communal Living Space- Walk to BART/Lake Merritt!,"$1,150","Oakland, CA",Starting at $1150!
1 BR available in Nob Hill Dec 1st,"$1,550","San Francisco, CA","Looking for a female roommate to rent a fully furnished bedroom in our 3 BR 2 BA apartment starting December 1st. The bedroom is very spacious with lots of natural light. The apartment is located in Nob Hill at the corner of Pine and Bush. It is walking distance to union square, and a block away from the Fairmont hotel with easy access to the muni/bart. Trader Joes is only a few blocks away."
Couch,$200,"San Francisco, CA",
Furnished Studio Sublet Nov 10-Jan 8 Utl Incl,"$2,000","San Francisco, CA","Awesome Studio, 375 sq st. Tall ceilings (11 feet) in living spaces. Separate kitchen, hallway, living room/with loft, closet, bathroom. The living room has a self constructed loft which allows for having friends over and the bed stored away. My wife and I sleep in the loft and our 10 month old sleeps in the hallway. The hallway is pretty wide (5 feet). The loft is cozy, with about 3 feet from the mattress to the ceiling. You do have to scoot under the sprinkler system. For context, my wife did this until she was about 8 months pregnant, but we are both fairly small people."
"CB2 - Strut Bourbon Glass Top Table 70""",$350,"San Francisco, CA",Original Price $699DETAILS
https://sfbay.craigslist.org/pen/apa/d/spacious-perfectly-located/6742648843.html,"$3,500","Brisbane, CA",$3500 / 2br - 1400ft2 - Spacious & perfectly located 2Bed/2Bath +Garage+Huge balcony over Bay (brisbane)
Open room in haight ashbury,"$1,625","San Francisco, CA",
Open room in haight ashbury,"$1,625","San Francisco, CA",
"Converted Living Room in SOMA, San Francisco","$1,300","San Francisco, CA",We're looking for a roommate to move into our apartment in a converted living room.
1-bedroom in the Upper Haight from November 12 - 30,"$1,000","San Francisco, CA","Great 1-bedroom located in the heart of the Haight-Ashbury. You are steps away from Golden Gate Park, iconic Haight street, and easily accessible to many parts of the city."
1-bedroom in the Upper Haight from November 12 - 30,"$1,000","San Francisco, CA","Great 1-bedroom located in the heart of the Haight-Ashbury. You are steps away from Golden Gate Park, iconic Haight street, and easily accessible to many parts of the city."
1 Bed 1.5 Baths Private Room,"$1,350","San Francisco, CA","Hi All! We have one room available on a 3rd floor flat located on 21st Ave near Taraval St in the sunset/parkside district. This location is great for one adult who is working. Unit is close to San Francisco State University and also not too far from City College of San Francisco. Near by buses include L-Taraval which takes you to civic center,downtown, and the embarcadero and the 28 bus takes you to SFSU and Daly City Bart Station. The unit is 1,600sqft total. This posting is for the biggest room which can fit a queen size bed. Rent would be $1,350 per month. There are 3 full time working male roommates. Common areas for all roommates include Living room with fireplace, 1.5bathroom, Kitchen and Laundry room with both Washer and Dryer. Utilities are split among all roommates. Security Deposit is $800. Move-In cost includes First and Last Month Rent and Security Deposit. If interested, please message me with details about yourself, such as occupation, hobbies, and reason for the move. This is a Month to Month lease agreement.No parties. No smoking. No Drugs. No pets."
Furnished room for rent,"$1,500","San Francisco, CA",Available Nov. 3er
Private room,"$1,050","Oakland, CA","A private room is now available for rent in a 2br1ba (1000 Sq.Ft.) apartment located on Monte Vista Ave, between Oakland Ave and Piedmont Ave."
1 bedroom in 3 bedroom Apartment,"$1,000","Oakland, CA",
1bd/1bth private,"$1,650","San Francisco, CA",
Seeking 3rd Roommate: SF Apartment,"$1,950","San Francisco, CA","Hi all! Our weekend was filled with wine tasting, hope you all crushed it too."
Shared room available near SFSU,$950,"San Francisco, CA",
One Bedroom Apartment for rent,"$3,300","San Francisco, CA","Stunning one bedroom apartment with hardwood floors. Newly renovated. updated kitchen.
Views! natural light streams into this apartment. Large private deck off of the living room.Open House
Sunday 11/04/18 5:00-5:30"
Sublet 1bd in 4bd appartment,$700,"San Francisco, CA",
room,"$1,100","San Francisco, CA","$1100 Small furnished room in the Haight, bills & wifi already included. Available starting December 1st.
The house is on a really beautiful street, a little bit of the Haight. 5min walk to bus stops, many grocery stores around in walking distance, gorgeous parks. This is truely beautiful location, if youre in SF that's where you want to be!
The apartment is very colorful & spacious, goes thru 2 floors. You will be on the 2nd floor, which has its own bathroom. Washer & dryer is on the 1st floor bathroom. This is a really unique & beautiful space run & taken care of by artist."
PRICE DROP!!! FULLY FURNISHED 1BED 1BATH LUXURY APT FOR THE WINTER,"$5,950 Now $5,750","San Francisco, CA","Available for 4 months is a 750sf One Bedroom apt in the NEMA building in SOMA. Unit is available till March 31st 2019 with the option to extend. I've lived at NEMA for a year and a half and love the building to bits as it has all I could want in a community building. Great amenities, staff, technology, events and neighbors."
Room for Rent in Inner Richmond,"$1,400","San Francisco, CA","HOUSE FEATURES:
-Private single room with 2 other roommates on floor
-Room is approximately 12' x 12'
-Newly renovated fully equipped kitchen with flat screen TV and large fridge
-Natural light filled dining area by outdoor deck
-1 full bath + bonus half bath
-In unit washer and dryer
-Spacious living room with flat screen TV
-Sonic fiber optic high-speed internet only available in select SF neighborhoods
-Front and rear outdoor decks
-Close by to many restaurants, shops, markets and stores
-Walking distance to Golden Gate Park, Mountain Lake Park & The Presidio
-Conveniently near many bus lines to downtown (38R, 38BX, 31BX, 1AX, 1BX)
***Rent includes complimentary house cleaning***"
(SOLD)Room available in large Outer Richmond home,"$1,650","San Francisco, CA","Looking for a fourth roommate for immediate move in. 2 unit home with spacious living room, dining area, and upgraded kitchen. Washer and dryer in unit. Dogs ok! One mini aussie lives here now. Room has en suite featuring a jacuzzi tub and bidet as well as balcony access. Plenty of street parking as we are across from the presidio golf course. Safe, quiet neighborhood with a bus stop at the end of the street and a nearby Safeway. Amazing apt and amenities for the price!"
Converted Room In Mission Bay,"$1,400","San Francisco, CA",
1 Bed 1 Bath Room only,"$1,500","San Francisco, CA",
Entertainment center,$50,"Daly City, CA",
Sereparan pisos i gabinetes...,$1,"Novato, CA",
VELAS Con Imagen al gusto/Candles Customized,$7,"Oakland, CA","3.5 pulgadas
Grandes $12.00
Por correo: 3-5 dias
Levantar vela en persona: 2 dias3.5 inches -$7.00
Large: $12.00
Mail: 3-5 days
PICK -UP: 2 days"
2 Bd 2 bath large apartment at Parkmerced.,"$3,300","San Francisco, CA",
2BR/2BA in Lake Merritt w/ Washer Dryer in unit & parking included-PETS OK,"$3,650","Oakland, CA","Make this your home away from the hustle!
Upgraded 2B/2BA, steps away from Lake Merritt, with easy transportation options into San Francisco (bus lines & Lake Merritt BART Station), and a scenic lakeside walk from Lakeshore/Grand's vibrant food scene.Rent: $3650 / month plus utilities."
2 Beds 2 Baths Apartment/Condo,"$5,355",Soma,"$1,000 deposit
$50 application fee per personThis dwelling sits on the 11th floor with sweeping views of the financial district, the Bay Bridge and the harbor."
Shared room in inner Richmond,"$1,250","San Francisco, CA",
Antique coffee table (best offer),$1,"Oakland, CA",
Cuarto 3n renta daly city,"$1,400","San Francisco, CA",
Ofrezco,FREE,"Oakland, CA",
TOP FLOOR FLAT (NORTH OAKLAND/McARTHUR BART),"$3,500","Oakland, CA",
Leather sofa and Digital Piano Keyboard,$400,"Hayward, CA",
Room opening up in my 2 bed 1 bath apartment in North Beach starting Dec 1!,"$1,900","San Francisco, CA",
Converted living room in Mission Bay,"$1,600","Mission Bay, San Francisco","I am renting out my private converted living room in a 2 bedroom 2 bathroom apartment, located at 353 King Street close to the Caltrain station. There are 2 other housemates and the room shares a bathroom with one of them. Both roommates are nice and quiet guys, one young professional working in Palo Alto and one student pursuing a master's degree. The converted living room is fully private with a wall-to-wall curtain that creates the illusion of being in a private room. The room comes with an almost new queen size bed. The building offers nice common areas, both outside and inside. Utilities not included in rent. Depositum is $1600"
Private Bedroom with Private Bath,"$1,700","San Francisco, CA",1 Room for Rent in South San Francisco 2-bedroom/2-bath Luxury Condo - available immediately
Private Unit in Community Living Space- Walk to BART/Lake Merritt!,"$1,150","Oakland, CA",Starting at $1150!
Private Bedroom with Private Bath,"$1,700","San Francisco, CA",1 Room for Rent in South San Francisco 2-bedroom/2-bath Luxury Condo - available immediately
1BR in our cute Bernal home,"$1,400","San Francisco, CA","Hi friends of friends! We are looking for a new housemate to fill the fourth bedroom in our home in Bernal Heights. We are a bunch of twenty-somethings just doing our thing in the city. Two of us work at a nonprofit, one in medical research, and the other works remotely for a healthcare startup."
Private Room In Palo Alto Midtown Neighborhood,"$1,375","Palo Alto, CA",This is a beautifully updated home in Palo Alto's Midtown neighborhood.
1 bd in 2 bd/1 bath in Duboce Triangle/Lower Haight available now,"$2,000","San Francisco, CA","1 room available now in a 2 bedroom/1 bath apartment in beautiful Duboce Triangle, next to Lower Haight/Hayes Valley."
(SOLD)FREE Queen tempurpedic mattress,FREE,"San Francisco, CA",
Fully Furnished Apartment perfect to SFSU students,"$1,045","San Francisco, CA",
Room Available for Rent in Downtown San Francisco,"$2,250","San Francisco, CA","Hi,
1 Private Room available starting from Dec 1st in a 2Br Apartment. This room includes- Private Bath, TWO Full-size closets.
The kitchen will be shared.
Rent: $2250 plus utilities
Availability: Dec 1st
Location: SOMA Square apartments at 3rd and Folsom Street.
Amenities include:
Laundry on every floor in the building.
Swimming pool,
Jacuzzi,
Gym,
Fireplace, Library."
(SOLD)Room in the Sunset district!,$625,"San Francisco, CA","$1,150 per month. ($575 shared)
Total amount of rent paid to the landlord is $6,000.
Not wheelchair accessible.
Utilities not included.
Can be shared.
No pets.
No private bathroom.
Month to Month."
Room,"$1,600","San Mateo, CA","My apartment is in Foster City, San Mateo. The community is centrally located and close to a lake with a running/walking trail. The community also houses a full-fledged gym. I am a vegetarian and open to roommates who are vegan/vegetarian or a respectful omnivore. Looking to share a room in a 1 Bed-1 Bath apt. The room is spacious, has its own walk-in closet. It is available starting December. Current lease expires in April. Might be perfect if you are looking for a short term stay.
I am open to continuing after April too. So long-term is also on the cards. We also have a washer and dryer unit in the apartment, and a dedicated parking spot."
